company_name,state,sector,paid_up_capital,authorized_cap_inr,age_years,director_count,sector_risk_score,credit_score,default_risk,log_cap,capital_tier,is_metro,state_msme_credit_cr,is_opportunity,credit_score_raw,state_npa_proxy,credit_gap_ratio
Shree Ventures Ltd,Uttar Pradesh,Retail,4810950.392231376,6277876.052972394,6.344098629800685,7,0.28,78.2,0,15.38640541716586,Small,False,51500.0,0,48.5,0.09,0.45
Global Industries Ltd,West Bengal,Construction,635725.3693927956,883262.5021262565,10.51779482412744,4,0.68,67.8,1,13.36252351294007,Micro,False,51500.0,0,43.5,0.08,0.65
Lakshmi Industries LLP,West Bengal,F&B,1465975.4043878124,1896587.7513048649,5.214002152020373,1,0.55,37.6,0,14.198032066065789,Small,False,51500.0,0,32.6,0.08,0.45
Sai Trading Ltd,Telangana,Construction,892949.4286342682,1121331.9386051146,7.123461512460925,2,0.68,40.6,0,13.70228634726999,Micro,True,51500.0,0,33.6,0.06,0.65
Sai Ventures Pvt Ltd,Telangana,Manufacturing,1285170.5098818855,1926307.302554344,1.2524177989971064,2,0.42,11.4,0,14.066402738130236,Small,True,51500.0,0,21.4,0.06,0.45
Nova Tech Ltd,Gujarat,Logistics,3046692.606666763,4151703.0136059974,7.756727471654117,1,0.35,79.5,0,14.929567497173926,Small,True,123600.0,0,49.4,0.06,0.45
Sai Ventures Ltd,West Bengal,Manufacturing,218266.3738734289,307014.7954131274,11.318486487012471,3,0.42,74.6,0,12.293476075910045,Micro,False,51500.0,1,46.7,0.08,0.65
Global Industries Ltd,Uttar Pradesh,Manufacturing,2239967.6408038633,2638659.6602986148,6.361766324656701,6,0.42,63.4,0,14.621972424092094,Small,False,51500.0,1,41.6,0.09,0.45
Green Logistics LLP,Telangana,Logistics,2409132.28496416,2828680.532197059,9.472922117301518,5,0.35,86.8,0,14.6947776079885,Small,True,51500.0,0,54.1,0.06,0.45
Lakshmi Solutions Corp,Maharashtra,Construction,1845050.6002028245,2617197.966714195,8.968101067871821,4,0.68,68.2,0,14.428017802655283,Small,True,226600.0,1,43.6,0.05,0.45
Global Solutions LLP,Gujarat,Construction,231462.63573991187,260454.7467628487,7.600585623078011,5,0.68,27.9,0,12.35217805913281,Micro,True,123600.0,0,28.4,0.06,0.65
Prime Enterprises Pvt Ltd,Telangana,Construction,2656683.817373774,3363617.78771531,9.217399868226744,2,0.68,73.4,0,14.792589594210623,Small,True,51500.0,1,46.2,0.06,0.45
Prime Trading Corp,Uttar Pradesh,F&B,2050991.8560632176,2933259.3636636315,3.9431489199353305,1,0.55,31.5,0,14.533834553900338,Small,False,51500.0,0,29.9,0.09,0.45
Royal Logistics Corp,Tamil Nadu,F&B,3162718.085482148,4068300.107791211,1.4053907894966151,5,0.55,15.8,0,14.966942685660223,Small,True,154500.0,0,23.5,0.06,0.45
Global Industries LLP,Telangana,Construction,3133547.799086851,4595790.682394464,2.623535187884249,2,0.68,18.3,0,14.95767672187389,Small,True,51500.0,0,24.6,0.06,0.45
Lakshmi Trading Pvt Ltd,Delhi,F&B,6388696.142114392,8527469.354373427,5.820667971914142,3,0.55,65.0,0,15.670040915442357,Small,True,103000.0,1,42.1,0.04,0.45
Royal Trading Corp,Uttar Pradesh,Logistics,1246505.4633986417,1834427.004922052,6.626435715931477,7,0.35,62.1,0,14.035855367169884,Small,False,51500.0,1,41.1,0.09,0.45
Sai Industries Corp,Telangana,Retail,51532.102322615334,58954.029524242855,6.020832511056305,3,0.28,18.3,1,10.849979643713745,Micro,True,51500.0,0,24.6,0.06,0.65
Apex Industries Pvt Ltd,Uttar Pradesh,Manufacturing,3199749.470912779,4049382.103287814,2.078067131670118,1,0.42,28.6,0,14.978583386889769,Small,False,51500.0,0,28.8,0.09,0.45
Sai Trading Pvt Ltd,Uttar Pradesh,Logistics,34429540.0485457,47507801.48614112,6.806259586190259,3,0.35,92.0,0,17.354425505238808,Medium,False,51500.0,0,58.4,0.09,0.25
Sai Ventures Pvt Ltd,Telangana,Retail,2409507.1805969123,3538416.7251426205,13.366551591457217,1,0.28,97.1,0,14.6949332101997,Small,True,51500.0,0,68.9,0.06,0.45
Prime Ventures Ltd,Karnataka,Manufacturing,12730733.489215706,18489979.856533997,6.492569517047304,4,0.42,81.9,0,16.35952966637235,Small,True,144200.0,0,50.8,0.05,0.45
Prime Trading Corp,West Bengal,Logistics,3987871.6674042935,4706570.649409803,7.911799928069323,4,0.35,82.6,0,15.198768480618392,Small,False,51500.0,0,51.3,0.08,0.45
Nova Ventures Corp,Karnataka,IT Services,259844.60701876445,374441.007576049,3.4397975164802856,2,0.15,23.2,0,12.46784291445864,Micro,True,144200.0,0,26.9,0.05,0.65
Apex Trading LLP,Gujarat,F&B,921224.4926396124,1208602.7802657802,4.099409281899943,2,0.55,22.0,0,13.73346011984105,Micro,True,123600.0,0,26.4,0.06,0.65
Green Systems Ltd,Karnataka,Manufacturing,581825.3207058728,796866.6112997762,4.1876912500678465,2,0.42,24.6,0,13.273927264146907,Micro,True,144200.0,0,27.4,0.05,0.65
Nova Tech LLP,Uttar Pradesh,Logistics,1978991.3897101432,2622882.649562846,4.242900241071837,2,0.35,45.9,0,14.49809837905439,Small,False,51500.0,0,35.3,0.09,0.45
Lakshmi Logistics Ltd,Uttar Pradesh,IT Services,1889194.3168859608,2411931.733177064,5.201329573852828,2,0.15,66.5,0,14.451661538113646,Small,False,51500.0,1,42.9,0.09,0.45
Apex Ventures Pvt Ltd,Maharashtra,Logistics,1597336.272029364,2390747.8177935868,2.5283617185001575,1,0.35,27.9,0,14.283848595900947,Small,True,226600.0,0,28.4,0.05,0.45
Shree Trading Pvt Ltd,Rajasthan,Manufacturing,2910132.1152363177,3219564.3351570927,0.5928172727572334,4,0.42,15.0,0,14.883709382168911,Small,False,51500.0,0,23.2,0.08,0.45
Sai Trading Corp,Uttar Pradesh,Manufacturing,23693148.133281957,30006380.482805345,8.962526007614967,6,0.42,94.4,0,16.980696498211454,Medium,False,51500.0,0,62.3,0.09,0.25
Nova Trading Pvt Ltd,Telangana,Construction,1261323.7872917696,1818679.283094104,6.129622848168552,4,0.68,36.2,0,14.047673145059912,Small,True,51500.0,0,32.0,0.06,0.45
Nova Trading LLP,West Bengal,Construction,864904.3971120102,1080974.2058750428,3.7768710132688814,4,0.68,12.7,0,13.670375412432389,Micro,False,51500.0,0,22.1,0.08,0.65
Blue Systems Pvt Ltd,Delhi,Retail,7222478.754524784,9452644.421370994,11.851660518659294,2,0.28,97.3,0,15.792708908206766,Small,True,103000.0,0,69.3,0.04,0.45
Royal Ventures Pvt Ltd,Telangana,Manufacturing,2654731.22341323,3406894.7285460024,3.323468431328824,2,0.42,36.4,0,14.791854350100245,Small,True,51500.0,0,32.1,0.06,0.45
Prime Trading Corp,Uttar Pradesh,F&B,812151.678987951,1044849.187338814,3.5867053793399775,5,0.55,17.3,0,13.607443629778992,Micro,False,51500.0,0,24.1,0.09,0.65
Sai Ventures Corp,Delhi,Construction,2389345.122599579,2823678.7234879103,5.808107461041478,4,0.68,41.9,0,14.686530297604962,Small,True,103000.0,0,34.1,0.04,0.45
Royal Tech Pvt Ltd,West Bengal,Manufacturing,49224.673973167395,72426.89152528951,3.175967442145959,4,0.42,2.1,0,10.804170595098054,Micro,False,51500.0,0,11.5,0.08,0.65
Shree Industries Ltd,Tamil Nadu,Logistics,3402384.391788945,4516277.27015316,2.3776483468582335,5,0.35,35.5,0,15.039987329410389,Small,True,154500.0,0,31.7,0.06,0.45
Lakshmi Tech Ltd,West Bengal,IT Services,2984158.3997882907,3562399.4891270287,4.722391203394474,4,0.15,68.2,0,14.908828657038704,Small,False,51500.0,1,43.6,0.08,0.45
Lakshmi Trading LLP,Maharashtra,Construction,1092214.3796034576,1615237.1653981626,6.490332243569037,3,0.68,37.4,0,13.903718649908006,Small,True,226600.0,0,32.5,0.05,0.45
Shree Enterprises Ltd,Uttar Pradesh,Manufacturing,2676716.1308570723,4004483.871792778,2.5100505549282346,2,0.42,29.9,0,14.800101650448372,Small,False,51500.0,0,29.3,0.09,0.45
Sai Trading Ltd,Karnataka,Manufacturing,176476.72133796697,207235.4189083652,7.710525687361974,1,0.42,39.6,0,12.08094992267441,Micro,True,144200.0,0,33.3,0.05,0.65
Prime Logistics Corp,Rajasthan,Construction,903693.3263024732,1156286.022995096,6.243932754953704,2,0.68,33.3,0,13.714246447572757,Micro,False,51500.0,0,30.7,0.08,0.65
Lakshmi Solutions Corp,Karnataka,Logistics,3569011.4441506127,4229203.2940013865,2.795721591981211,6,0.35,40.0,0,15.08779948919937,Small,True,144200.0,0,33.4,0.05,0.45
Blue Solutions LLP,Tamil Nadu,Retail,16535907.671991171,22183230.963656504,6.107838750076347,2,0.28,86.7,0,16.62104485734779,Small,True,154500.0,0,53.9,0.06,0.45
Green Solutions LLP,Gujarat,Construction,1763092.6691609467,2385279.715660641,1.3427633203652196,1,0.68,5.8,0,14.382580590519366,Small,True,123600.0,0,17.4,0.06,0.45
Nova Logistics Corp,Maharashtra,F&B,9442315.00031005,13487331.050186448,14.315835459742852,2,0.55,98.3,0,16.060711847046885,Small,True,226600.0,0,72.9,0.05,0.45
Shree Trading Corp,Delhi,Retail,4052457.2459440897,5392778.9201575145,2.630946552874131,2,0.28,44.6,0,15.214834229255503,Small,True,103000.0,0,35.0,0.04,0.45
Sai Enterprises Ltd,Tamil Nadu,Construction,1039575.17115317,1502587.7020303367,6.88326772392641,3,0.68,40.6,0,13.854323660318222,Small,True,154500.0,0,33.6,0.06,0.45
Green Tech Pvt Ltd,Uttar Pradesh,Retail,741087.1145195354,943028.5716702566,4.046677257258144,3,0.28,34.8,1,13.515874810190464,Micro,False,51500.0,0,31.3,0.09,0.65
Shree Enterprises Pvt Ltd,Telangana,Retail,965991.3632592284,1380808.2348251208,5.03332673844485,3,0.28,47.9,1,13.780911207634658,Micro,True,51500.0,0,36.0,0.06,0.65
Green Ventures Pvt Ltd,Telangana,IT Services,8786218.491167285,10924202.97487391,5.779328565064064,2,0.15,84.7,0,15.988695085127889,Small,True,51500.0,0,52.6,0.06,0.45
Shree Systems Pvt Ltd,Rajasthan,Logistics,4211034.21699966,4660362.187326781,3.7742963472935913,4,0.35,52.2,0,15.253219070205663,Small,False,51500.0,0,37.5,0.08,0.45
Sai Solutions Ltd,Karnataka,IT Services,1687143.139906427,2338213.8887282875,4.90507860212828,4,0.15,62.7,0,14.338547799435046,Small,True,144200.0,1,41.3,0.05,0.45
Lakshmi Logistics Ltd,Tamil Nadu,Retail,416715.5491752657,597344.0727495252,6.847166307583979,2,0.28,53.6,0,12.940161531465382,Micro,True,154500.0,0,37.9,0.06,0.65
Royal Ventures LLP,Delhi,Construction,7245349.592224675,8496705.128034495,6.43876690491258,2,0.68,64.0,0,15.795870523487396,Small,True,103000.0,1,41.8,0.04,0.45
Sai Systems Corp,Telangana,Logistics,729933.9966042606,879524.6163540606,8.818586755762626,3,0.35,72.8,0,13.500710763412178,Micro,True,51500.0,1,45.9,0.06,0.65
Lakshmi Tech LLP,Telangana,Retail,570879.6889679118,637798.7547733599,3.8912027145245,3,0.28,30.1,0,13.254935515785425,Micro,True,51500.0,0,29.4,0.06,0.65
Prime Solutions Pvt Ltd,Gujarat,F&B,9099131.45341805,13339547.755973944,7.769960592271261,3,0.55,81.1,0,16.023689632153204,Small,True,123600.0,0,50.5,0.06,0.45
Prime Industries Corp,Tamil Nadu,Retail,591313.9831931483,651954.1885387484,11.927992197418586,6,0.28,90.8,1,13.29010412089791,Micro,True,154500.0,0,57.0,0.06,0.65
Green Industries Pvt Ltd,Uttar Pradesh,Construction,425819.8642220265,585595.2369209789,6.916890087286146,3,0.68,29.6,1,12.961774030292782,Micro,False,51500.0,0,29.2,0.09,0.65
Sai Ventures Ltd,West Bengal,Retail,213672.0032474347,311787.1655471151,4.723680757792391,1,0.28,24.3,0,12.272202103179206,Micro,False,51500.0,0,27.3,0.08,0.65
Lakshmi Logistics Ltd,Maharashtra,Retail,387051.3884010003,461955.55991095706,7.10384372067638,2,0.28,54.9,0,12.866315333395374,Micro,True,226600.0,0,38.4,0.05,0.65
Shree Industries LLP,Tamil Nadu,F&B,702890.1715695059,978748.513241745,2.4888807134173456,3,0.55,8.5,0,13.46295735307588,Micro,True,154500.0,0,19.6,0.06,0.65
Green Industries Corp,Rajasthan,Construction,355710.544579773,418948.4300349703,4.75569942761585,2,0.68,10.4,0,12.781875413355248,Micro,False,51500.0,0,20.9,0.08,0.65
Royal Ventures Ltd,Delhi,Retail,343813.5954893114,391309.5075230603,1.1218510274312894,1,0.28,6.1,1,12.74785782445999,Micro,True,103000.0,0,17.5,0.04,0.65
Green Systems Pvt Ltd,Gujarat,Manufacturing,481646.40958558186,676055.6487956424,4.946973538801248,2,0.42,29.0,1,13.084967609962195,Micro,True,123600.0,0,29.0,0.06,0.65
Global Trading Pvt Ltd,Uttar Pradesh,Manufacturing,17051412.240317404,22490231.908262048,3.042407675897257,1,0.42,60.6,0,16.651743646253937,Small,False,51500.0,1,40.5,0.09,0.45
Sai Ventures LLP,Gujarat,Construction,8134152.640401825,10222712.040590636,2.802458831481264,4,0.68,31.8,0,15.911582253936006,Small,True,123600.0,0,30.0,0.06,0.45
Nova Industries Corp,Telangana,Construction,2994743.932444619,4342520.107334286,4.025329800194145,1,0.68,29.6,0,14.912369621445762,Small,True,51500.0,0,29.2,0.06,0.45
Global Logistics Corp,Delhi,Construction,2048354.605266841,2803190.340289271,4.195212255608475,4,0.68,26.0,0,14.532547885452855,Small,True,103000.0,0,27.8,0.04,0.45
Lakshmi Enterprises Pvt Ltd,Tamil Nadu,F&B,882512.1139677446,1241872.9654673105,1.5063728985346112,4,0.55,5.8,1,13.690528927699289,Micro,True,154500.0,0,17.4,0.06,0.65
Prime Enterprises Corp,Uttar Pradesh,F&B,54336.62461714747,76712.80963409276,7.806832995599465,2,0.55,18.8,1,10.902972168685675,Micro,False,51500.0,0,24.8,0.09,0.65
Green Industries Ltd,Maharashtra,Logistics,405805.8823322131,602836.5138504391,7.892298692771961,3,0.35,58.7,0,12.913632666141844,Micro,True,226600.0,1,39.7,0.05,0.65
Apex Trading Pvt Ltd,Telangana,IT Services,1106628.935072497,1593300.617348845,4.452242436059466,3,0.15,52.5,0,13.91682986047417,Small,True,51500.0,0,37.6,0.06,0.45
Blue Solutions Ltd,Gujarat,Manufacturing,50397.68686520166,71110.2384264006,10.263405501904083,5,0.42,46.9,0,10.82772039945817,Micro,True,123600.0,0,35.7,0.06,0.65
Royal Ventures Corp,Rajasthan,F&B,4785438.739879783,5396815.072669532,6.000494297607434,3,0.55,62.4,0,15.381088478308072,Small,False,51500.0,1,41.2,0.08,0.45
Royal Ventures Ltd,Telangana,Construction,363407.2471948568,513824.3678159435,8.725796884751796,3,0.68,43.1,0,12.803282129223996,Micro,True,51500.0,0,34.5,0.06,0.65
Global Logistics Pvt Ltd,Rajasthan,Logistics,570406.2185138828,762852.4656223198,10.11490791836078,2,0.35,79.1,1,13.254105803180764,Micro,False,51500.0,0,49.0,0.08,0.65
Shree Enterprises LLP,Maharashtra,F&B,185648.2684455018,211894.04101886877,12.082338433353002,1,0.55,71.9,0,12.131614519093835,Micro,True,226600.0,1,45.5,0.05,0.65
Shree Ventures Corp,Tamil Nadu,IT Services,448905.301824176,593337.2933264668,10.974642239264549,4,0.15,88.5,0,13.014569463041228,Micro,True,154500.0,0,55.3,0.06,0.65
Shree Logistics Ltd,Uttar Pradesh,Logistics,1689406.7457263127,2419043.1832777937,5.122212521266836,1,0.35,52.2,0,14.339888579162803,Small,False,51500.0,0,37.5,0.09,0.45
Royal Tech Corp,Karnataka,Retail,1966550.815551748,2538000.0177207883,4.947528924495212,4,0.28,57.6,0,14.491792219630565,Small,True,144200.0,1,39.3,0.05,0.45
Global Industries Ltd,Gujarat,F&B,59268.42424314574,71281.97965184243,4.343823326906403,1,0.55,2.8,1,10.989848840598471,Micro,True,123600.0,0,13.4,0.06,0.65
Blue Tech Ltd,Gujarat,F&B,8841748.9168636,12542935.145165851,3.264717562401224,3,0.55,44.6,0,15.994995369419774,Small,True,123600.0,0,35.0,0.06,0.45
Blue Logistics Ltd,Tamil Nadu,Logistics,407305.6633470624,543441.5016928103,1.7053897979023704,2,0.35,7.5,1,12.917321653303969,Micro,True,154500.0,0,18.7,0.06,0.65
Lakshmi Trading LLP,Gujarat,Construction,1770838.9438470372,2410430.311432581,2.479901791725577,1,0.68,11.2,0,14.386964536535706,Small,True,123600.0,0,21.3,0.06,0.45
Nova Ventures Ltd,West Bengal,Manufacturing,1473937.5942726154,2035058.722982942,1.0763247081802063,1,0.42,11.6,0,14.203448691618476,Small,False,51500.0,0,21.5,0.08,0.45
Prime Trading Pvt Ltd,West Bengal,F&B,4046597.989209698,5587716.432941073,10.411388241009492,4,0.55,88.7,0,15.21338733053965,Small,False,51500.0,0,55.4,0.08,0.45
Nova Ventures Corp,Maharashtra,Manufacturing,206434.41487498832,274948.4419887698,9.63070158481665,1,0.42,61.0,0,12.237742881567394,Micro,True,226600.0,1,40.7,0.05,0.65
Lakshmi Tech Ltd,Karnataka,Logistics,550053.8887565583,704451.6998195914,2.3837594713222248,4,0.35,13.5,0,13.217773349968388,Micro,True,144200.0,0,22.5,0.05,0.65
Apex Logistics LLP,Telangana,IT Services,95700.947615841,141273.89018822636,6.7511372181075275,4,0.15,38.8,0,11.468993928496667,Micro,True,51500.0,0,33.1,0.06,0.65
Royal Enterprises Pvt Ltd,Delhi,Manufacturing,1463875.2810337744,1705508.867707442,3.0325414800256,5,0.42,27.1,0,14.196598462441845,Small,True,103000.0,0,28.1,0.04,0.45
Lakshmi Logistics LLP,Gujarat,Logistics,3317303.210256145,4549206.163118105,2.5045027641346023,5,0.35,36.2,0,15.014663026191794,Small,True,123600.0,0,32.0,0.06,0.45
Nova Trading LLP,Uttar Pradesh,IT Services,1852041.0283585668,2650966.0944175646,5.184948882099416,5,0.15,66.1,0,14.431799387428914,Small,False,51500.0,1,42.7,0.09,0.45
Green Solutions Corp,Telangana,Construction,345619.5349560054,463591.1221787495,4.882304857905502,2,0.68,10.9,1,12.75309673242232,Micro,True,51500.0,0,21.2,0.06,0.65
Green Enterprises LLP,Delhi,Manufacturing,9928187.211388826,14695833.051329672,3.4187521594331525,3,0.42,56.6,0,16.11088856332073,Small,True,103000.0,1,39.0,0.04,0.45
Lakshmi Systems Corp,Maharashtra,Manufacturing,656964.9952733113,920310.385816868,4.51486370044908,2,0.42,29.3,1,13.39538753855241,Micro,True,226600.0,0,29.1,0.05,0.65
Prime Tech LLP,Telangana,Retail,155652.69382419426,220055.89318901917,1.747522059691852,3,0.28,4.3,1,11.955388907192368,Micro,True,51500.0,0,15.6,0.06,0.65
Nova Enterprises Pvt Ltd,Telangana,F&B,16520430.85061176,22166184.475781195,5.80715875975976,2,0.55,74.8,0,16.620108466793628,Small,True,51500.0,1,46.8,0.06,0.45
Lakshmi Industries LLP,Tamil Nadu,Construction,13032286.22237063,16343021.78259555,4.287210793630109,2,0.68,52.2,0,16.382940468797898,Small,True,154500.0,0,37.5,0.06,0.45
Lakshmi Ventures Ltd,Uttar Pradesh,F&B,2849202.1129025165,4267628.366038389,3.485617753105383,6,0.55,31.8,0,14.862549903638918,Small,False,51500.0,0,30.0,0.09,0.45
Green Industries Ltd,Rajasthan,IT Services,363201.86600247986,410735.91460687824,5.040358246340741,2,0.15,41.8,0,12.802716816654131,Micro,False,51500.0,0,34.0,0.08,0.65
Blue Systems Corp,Telangana,F&B,1065209.7149664438,1576076.056804609,4.315801549319502,1,0.55,26.5,0,13.878683191983642,Small,True,51500.0,0,27.9,0.06,0.45
Blue Logistics Corp,Rajasthan,Logistics,263442.38353535114,370502.37284895626,13.52421055220522,1,0.35,90.4,1,12.481593760633691,Micro,False,51500.0,0,56.7,0.08,0.65
Blue Solutions Ltd,Tamil Nadu,Retail,266210.0571819625,356653.29757057485,2.8663597484913383,2,0.28,12.7,0,12.492044721202827,Micro,True,154500.0,0,22.1,0.06,0.65
Apex Solutions Corp,Maharashtra,Retail,6592493.365461253,8801498.179592181,4.33660934399877,5,0.28,67.3,0,15.701442342519984,Small,True,226600.0,1,43.3,0.05,0.45
Green Tech LLP,Telangana,F&B,388568.13512298104,462342.8310525765,1.4819946638404145,4,0.55,2.6,1,12.870226386942416,Micro,True,51500.0,0,13.2,0.06,0.65
Shree Industries Ltd,Gujarat,F&B,1903454.690982929,2443765.2261127583,8.326813812437033,3,0.55,70.0,0,14.45918157687835,Small,True,123600.0,1,44.5,0.06,0.45
Lakshmi Logistics Pvt Ltd,Rajasthan,Manufacturing,2578836.319092112,3284459.757424738,12.62798062067546,3,0.42,94.9,0,14.762849203809203,Small,False,51500.0,0,63.6,0.08,0.45
Nova Industries Corp,Uttar Pradesh,Construction,920887.1128338178,1102781.449125687,7.217745300023976,2,0.68,41.9,1,13.733093823420932,Micro,False,51500.0,0,34.1,0.09,0.65
Sai Trading Corp,Rajasthan,Logistics,7326523.371061916,9711725.57412362,3.543675006729727,6,0.35,58.2,0,15.807011796480934,Small,False,51500.0,1,39.5,0.08,0.45
Nova Logistics Pvt Ltd,Telangana,F&B,1536189.2312670068,1802104.303670263,4.215693304156504,3,0.55,30.1,0,14.244816033502287,Small,True,51500.0,0,29.4,0.06,0.45
Apex Ventures Corp,Maharashtra,Logistics,1014907.3862554204,1153512.0667855209,2.1159413996988343,3,0.35,18.6,0,13.830308906537484,Small,True,226600.0,0,24.7,0.05,0.45
Shree Logistics Pvt Ltd,Karnataka,Manufacturing,1692799.9735395252,2076102.4888320025,2.7327295885019653,4,0.42,26.0,0,14.341895095752005,Small,True,144200.0,0,27.8,0.05,0.45
Green Industries Pvt Ltd,Maharashtra,Manufacturing,563784.3071653107,718485.6342040028,10.66835872913347,2,0.42,79.3,0,13.242428796955972,Micro,True,226600.0,0,49.3,0.05,0.65
Blue Trading Corp,Uttar Pradesh,Retail,3691535.9377252143,4915616.247255414,9.070559754254958,3,0.28,90.2,0,15.121553443587388,Small,False,51500.0,0,56.5,0.09,0.45
Prime Enterprises Pvt Ltd,West Bengal,Retail,38089839.63010187,52000663.53719587,1.8137738034812496,6,0.28,67.8,0,17.455458154410902,Medium,False,51500.0,0,43.5,0.08,0.25
Blue Tech Pvt Ltd,Tamil Nadu,F&B,26028903.293517023,31120847.939596623,5.335563721552302,3,0.55,76.2,0,17.07471818209772,Medium,True,154500.0,0,47.5,0.06,0.25
Nova Systems Ltd,Uttar Pradesh,F&B,919292.9054435455,1298736.903647427,6.733337221017187,4,0.55,46.3,1,13.731361160267753,Micro,False,51500.0,0,35.4,0.09,0.65
Sai Enterprises Pvt Ltd,Uttar Pradesh,Manufacturing,1243332.5859187278,1522928.1134969136,1.8434024215536184,3,0.42,15.0,0,14.03330670610366,Small,False,51500.0,0,23.2,0.09,0.45
Lakshmi Tech Corp,Rajasthan,IT Services,8994717.001007495,13121476.212736126,3.3756643020914447,3,0.15,70.0,0,16.01214807423692,Small,False,51500.0,1,44.5,0.08,0.45
Lakshmi Enterprises Pvt Ltd,Telangana,Logistics,356289.43691723037,507188.8907532277,2.459554588464236,5,0.35,9.7,0,12.783501511259637,Micro,True,51500.0,0,20.6,0.06,0.65
Prime Solutions Corp,Telangana,F&B,665643.187298271,910428.6726002464,4.852596454785349,2,0.55,24.6,0,13.408510553452478,Micro,True,51500.0,0,27.4,0.06,0.65
Lakshmi Industries LLP,Tamil Nadu,Retail,1748819.7917696345,2088526.5331694568,3.684499167591346,6,0.28,42.7,0,14.374452285497524,Small,True,154500.0,0,34.4,0.06,0.45
Prime Trading LLP,Gujarat,Logistics,1091394.825375952,1223949.0014839284,5.574897118603762,4,0.35,50.4,0,13.9029680087095,Small,True,123600.0,0,36.8,0.06,0.45
Green Ventures Pvt Ltd,Maharashtra,Manufacturing,88514.22771945881,114261.24909034278,7.981413817984718,6,0.42,33.6,1,11.390929880821254,Micro,True,226600.0,0,30.8,0.05,0.65
Shree Logistics Ltd,Gujarat,Retail,4875299.558928672,5454868.738408788,4.638499099042271,3,0.28,66.3,0,15.399692313627185,Small,True,123600.0,1,42.8,0.06,0.45
Lakshmi Tech Corp,West Bengal,Retail,547517.3772012186,632766.7243615941,11.08072890233912,4,0.28,86.3,0,13.213151305773804,Micro,False,51500.0,0,53.7,0.08,0.65
Blue Ventures LLP,Maharashtra,Construction,558930.6934442422,642074.5589856069,5.200740285919124,1,0.68,18.6,1,13.23378255047457,Micro,True,226600.0,0,24.7,0.05,0.65
Apex Solutions Pvt Ltd,Delhi,Construction,1374185.1410488165,1768840.3742890905,9.753303220432011,5,0.68,70.5,0,14.133372216423336,Small,True,103000.0,1,44.7,0.04,0.45
Green Systems LLP,Gujarat,F&B,7493646.789871488,9176934.895312654,8.378756441043503,2,0.55,83.1,0,15.829566258281655,Small,True,123600.0,0,51.6,0.06,0.45
Lakshmi Enterprises Pvt Ltd,Rajasthan,IT Services,145268.58355164056,159808.63451495586,4.106961018071085,3,0.15,21.4,0,11.8863464921432,Micro,False,51500.0,0,26.2,0.08,0.65
Apex Industries LLP,Karnataka,Retail,300835.9401224677,415822.98280451144,8.253085156177514,2,0.28,61.9,0,12.614323669775954,Micro,True,144200.0,1,41.0,0.05,0.65
Shree Logistics LLP,West Bengal,Manufacturing,3775352.544807879,4567431.586645344,3.090292860812947,1,0.42,38.8,0,15.14400459053372,Small,False,51500.0,0,33.1,0.08,0.45
Apex Ventures Pvt Ltd,Delhi,Logistics,1404451.2203650754,2028839.720405934,15.169051338457592,1,0.35,97.5,0,14.155157905983788,Small,True,103000.0,0,70.8,0.04,0.45
Green Solutions LLP,Gujarat,Logistics,499898.82469803555,662351.8204067193,9.338152066509496,5,0.35,72.4,0,13.122163006727536,Micro,True,123600.0,1,45.7,0.06,0.65
Green Tech Pvt Ltd,Tamil Nadu,Logistics,161338.09268275756,205102.9975466075,5.872249853365031,2,0.35,27.4,1,11.99126359484033,Micro,True,154500.0,0,28.2,0.06,0.65
Apex Industries Ltd,Tamil Nadu,IT Services,7556268.983502184,9337501.729236104,5.781286252904477,6,0.15,83.3,0,15.837888237973958,Small,True,154500.0,0,51.8,0.06,0.45
Nova Industries Pvt Ltd,Maharashtra,Logistics,1047050.7447752252,1460795.1145557414,2.13083727164107,3,0.35,19.0,0,13.861488910575314,Small,True,226600.0,0,24.9,0.05,0.45
Shree Logistics LLP,Karnataka,IT Services,1370561.2844402576,1989186.5222953232,4.302199395410093,3,0.15,54.5,0,14.130731640201075,Small,True,144200.0,0,38.2,0.05,0.45
Apex Tech Ltd,West Bengal,Manufacturing,12863574.09949029,17563216.753888723,4.576861092975586,2,0.42,69.6,0,16.36991023965406,Small,False,51500.0,1,44.3,0.08,0.45
Nova Solutions Pvt Ltd,Uttar Pradesh,Manufacturing,291910.6713361742,434318.23433531966,8.85288991642246,1,0.42,59.0,1,12.584206540065388,Micro,False,51500.0,0,39.8,0.09,0.65
Global Ventures LLP,Uttar Pradesh,Retail,5898576.200500124,6744862.716616328,5.188052796252384,3,0.28,72.1,0,15.590221727336411,Small,False,51500.0,1,45.6,0.09,0.45
Sai Enterprises Pvt Ltd,West Bengal,Logistics,1581290.0289662518,2261839.887825636,7.024534094580707,6,0.35,68.2,0,14.273752178293678,Small,False,51500.0,1,43.6,0.08,0.45
Global Tech Ltd,Karnataka,IT Services,1668640.2815693517,1966785.049304462,3.166945017787355,4,0.15,45.9,0,14.327520249387003,Small,True,144200.0,0,35.3,0.05,0.45
Shree Trading LLP,Maharashtra,Retail,258463.9563272984,302936.15870384785,10.78486580764937,3,0.28,78.9,0,12.462515398275796,Micro,True,226600.0,0,48.9,0.05,0.65
