COMPANY_NAME,STATE,INDUSTRY,AGE_YEARS,AUTHORIZED_CAP_INR,DIRECTOR_COUNT,IS_METRO,SECTOR_RISK_SCORE,CAPITAL_TIER,CREDIT_SCORE,DEFAULT_RISK,IS_OPPORTUNITY
Shetty Emporium Pvt Ltd,Delhi,Retail,13.31,50000.0,2,1,0.32,Micro,76.0,0,1
Nalgonda Freight Pvt Ltd,Telangana,Logistics,11.22,7379161.01,2,1,0.38,Small,70.52,0,0
Surat Rao Pvt Ltd,Gujarat,Retail,10.0,62621.7,3,1,0.32,Micro,84.91,0,1
Vadodara Anand Pvt Ltd,Gujarat,Retail,11.39,1459749.35,2,1,0.32,Small,66.37,0,1
MP Industries & Co,Madhya Pradesh,Manufacturing,11.49,4508406.44,2,0,0.48,Small,67.63,0,1
Madurai Reddy Pvt Ltd,Tamil Nadu,Construction,7.96,467359.96,2,0,0.65,Micro,45.79,1,0
Mumbai Sharma Pvt Ltd,Maharashtra,Manufacturing,2.01,1500816.4,2,0,0.48,Small,37.55,1,0
Mumbai Gupta LLP,Maharashtra,IT Services,1.81,247144.63,2,1,0.2,Micro,54.5,0,0
Eastern Digital Pvt Ltd,West Bengal,IT Services,10.82,8539692.31,2,0,0.2,Small,74.09,0,0
Reddy Estates Pvt Ltd,Uttar Pradesh,Construction,18.11,844088.53,2,0,0.65,Micro,52.19,0,0
Sharma Traders & Co,Rajasthan,Retail,2.19,50000.0,2,0,0.32,Micro,52.89,0,0
Mysore Cybertech & Sons,Karnataka,IT Services,8.19,1244482.4,2,1,0.2,Small,71.3,0,1
Verma Industries LLP,Maharashtra,Manufacturing,5.0,373126.44,2,0,0.48,Micro,49.07,1,0
Mumbai Forge & Co,Maharashtra,Manufacturing,3.1,8603159.78,2,0,0.48,Small,56.61,0,0
Bose Industries LLP,Tamil Nadu,Manufacturing,4.39,169348.27,2,1,0.48,Micro,53.42,0,0
Rajkot Retail Co Pvt Ltd,Gujarat,Retail,8.16,711638.36,2,1,0.32,Micro,75.58,0,1
Rao Cybertech LLP,Tamil Nadu,IT Services,3.51,921566.58,2,0,0.2,Micro,57.7,0,0
Hegde Realty & Co,Delhi,Construction,4.15,1155221.12,2,1,0.65,Small,47.37,1,0
Rohtak Das Pvt Ltd,Haryana,Retail,10.66,166075364.73,3,1,0.32,Large,90.91,0,0
Coimbatore Menon LLP,Tamil Nadu,Manufacturing,14.51,276335.71,2,1,0.48,Micro,75.78,0,1
DL Shetty Pvt Ltd,Delhi,Manufacturing,11.1,185876.17,2,1,0.48,Micro,51.38,0,0
WB Mfg Co Pvt Ltd,West Bengal,Manufacturing,5.0,1783408.33,2,1,0.48,Small,58.4,0,0
Chennai Traders & Sons,Tamil Nadu,Retail,19.13,50000.0,2,1,0.32,Micro,81.62,0,1
Verma Stores LLP,Uttar Pradesh,Retail,5.28,600188.43,2,0,0.32,Micro,53.27,0,0
MP Forge Enterprises,Madhya Pradesh,Manufacturing,1.14,709682.31,2,0,0.48,Micro,37.66,1,0
Malhotra Nutrition Pvt Ltd,Punjab,F&B,1.68,50000.0,2,0,0.55,Micro,31.0,1,0
Pune Nair LLP,Maharashtra,Construction,14.93,87461.94,3,1,0.65,Micro,60.16,0,0
Malabar SoftTech & Co,Kerala,IT Services,16.19,1365146.3,3,0,0.2,Small,89.89,0,1
Delhi Technologies Pvt Ltd,Delhi,IT Services,2.39,388850.68,3,1,0.2,Micro,77.96,0,1
Mysore Projects & Sons,Karnataka,Construction,10.0,529315.93,2,1,0.65,Micro,49.25,1,0
Singh Mfg Co Enterprises,Delhi,Manufacturing,18.39,3967873.42,2,1,0.48,Small,71.02,0,1
Ranchi Infra LLP,Jharkhand,Construction,0.53,342715.14,2,1,0.65,Micro,34.24,1,0
Rohini Singh Enterprises,Delhi,Retail,12.09,2411869.57,2,1,0.32,Small,70.26,0,1
TN Das LLP,Tamil Nadu,Manufacturing,12.52,1067988.48,2,0,0.48,Small,62.34,0,0
Lucknow Naidu & Sons,Uttar Pradesh,Manufacturing,13.98,3494642.07,2,0,0.48,Small,68.23,0,1
Hubli Forge & Sons,Karnataka,Manufacturing,4.42,874169.83,3,1,0.48,Micro,56.86,0,0
Mumbai Shah & Co,Maharashtra,Logistics,11.77,243598.85,2,1,0.38,Micro,74.06,0,1
Naidu Infosystems LLP,Maharashtra,IT Services,1.46,50000.0,2,1,0.2,Micro,47.45,1,0
Nashik Shetty Pvt Ltd,Maharashtra,Manufacturing,5.3,50000.0,2,0,0.48,Micro,52.62,0,0
Mumbai Naidu Enterprises,Maharashtra,Retail,1.13,3952932.67,2,0,0.32,Small,59.62,0,0
Nashik Supply Chain LLP,Maharashtra,Logistics,17.15,1012129.51,6,0,0.38,Small,84.73,0,1
Kanpur Rao & Sons,Uttar Pradesh,Construction,4.32,2587292.59,2,0,0.65,Small,39.18,1,0
Jain Logistics Enterprises,Karnataka,Logistics,11.25,1531448.5,2,1,0.38,Small,70.56,0,1
TN Naidu Pvt Ltd,Tamil Nadu,F&B,3.14,2996164.15,3,0,0.55,Small,52.64,0,0
HR Retail Co LLP,Haryana,Retail,20.74,146567.43,2,0,0.32,Micro,59.35,0,0
Pillai Forge Enterprises,Delhi,Manufacturing,18.5,2039100.96,2,1,0.48,Small,66.7,0,1
UP Realty Enterprises,Uttar Pradesh,Construction,1.65,198831.26,3,0,0.65,Micro,36.67,1,0
MH Sharma & Sons,Maharashtra,IT Services,12.53,9485010.99,2,0,0.2,Small,75.94,0,0
Mysore InfoServ Pvt Ltd,Karnataka,IT Services,9.92,525494.93,2,0,0.2,Micro,67.1,0,1
Konkan Mehta Pvt Ltd,Maharashtra,Logistics,5.0,278733.59,2,1,0.38,Micro,59.85,0,0
Konkan Patel Pvt Ltd,Maharashtra,IT Services,5.0,1221314.66,2,0,0.2,Small,61.59,0,0
KA Iyer Pvt Ltd,Karnataka,F&B,7.99,2623740.06,2,1,0.55,Small,68.38,0,0
Hubli Projects Pvt Ltd,Karnataka,Construction,1.3,530254.38,4,1,0.65,Micro,48.36,1,0
Pune Das Pvt Ltd,Maharashtra,Logistics,14.96,1259188.06,2,0,0.38,Small,72.89,0,1
Nashik Chopra LLP,Maharashtra,Retail,10.0,50000.0,2,1,0.32,Micro,64.94,0,0
NCR Reddy Pvt Ltd,Delhi,Logistics,0.67,5873513.44,2,1,0.38,Small,45.61,1,0
KA Singh & Co,Karnataka,Manufacturing,2.26,469709.03,3,1,0.48,Micro,50.98,0,0
TN Menon Pvt Ltd,Tamil Nadu,IT Services,10.66,50000.0,2,0,0.2,Micro,63.85,0,0
Venkat Engineering Pvt Ltd,Delhi,Manufacturing,14.97,667126.08,2,1,0.48,Micro,69.86,0,1
RJ Reddy LLP,Rajasthan,Manufacturing,5.52,1762482.32,6,0,0.48,Small,55.92,0,0
Chopra Manufacturing & Co,Maharashtra,Manufacturing,12.01,263960.9,2,1,0.48,Micro,74.99,0,1
Anand Retail Co Enterprises,Andhra Pradesh,Retail,1.56,487247.57,2,0,0.32,Micro,43.11,1,0
UP Venkat LLP,Uttar Pradesh,Manufacturing,2.5,226933.32,2,0,0.48,Micro,37.64,1,0
Mehta Technologies Pvt Ltd,Maharashtra,IT Services,15.56,11047988.01,2,0,0.2,Medium,81.79,0,0
Verma Bazaar LLP,Madhya Pradesh,Retail,14.61,10150421.06,2,0,0.32,Medium,84.47,0,0
KL Shetty & Sons,Kerala,F&B,12.34,14805578.02,2,1,0.55,Medium,83.08,0,0
Nair Forge & Co,Maharashtra,Manufacturing,20.22,50000.0,2,0,0.48,Micro,75.17,0,1
Mysore SoftTech Pvt Ltd,Karnataka,IT Services,12.89,636804.1,2,0,0.2,Micro,69.12,0,1
Vizag Chopra LLP,Andhra Pradesh,Retail,10.3,1375928.76,2,1,0.32,Small,69.67,0,1
Kolkata Reddy Enterprises,West Bengal,Retail,2.82,584281.19,3,0,0.32,Micro,52.32,0,0
Kumar Emporium & Co,Karnataka,Retail,12.34,139272.7,6,0,0.32,Micro,85.76,0,1
Mysore Jain Pvt Ltd,Karnataka,Retail,6.94,1778381.11,2,1,0.32,Small,64.19,0,0
Chennai Mehta & Sons,Tamil Nadu,IT Services,10.89,1275592.86,6,1,0.2,Small,84.29,0,1
Patel Cargo Enterprises,Delhi,Logistics,2.32,98962.12,2,1,0.38,Micro,44.43,1,0
Shah Fabricators Enterprises,Uttar Pradesh,Manufacturing,11.54,510299.6,7,0,0.48,Micro,64.56,0,0
Chennai Fabricators Pvt Ltd,Tamil Nadu,Manufacturing,1.58,1784970.35,3,1,0.48,Small,39.42,1,0
NCR Engineering LLP,Delhi,Manufacturing,1.59,1260073.54,2,0,0.48,Small,33.98,1,0
Bengal Rao Pvt Ltd,West Bengal,IT Services,8.93,614975.26,2,0,0.2,Micro,74.97,0,1
Konkan Shah Enterprises,Maharashtra,Construction,10.0,3766452.91,2,0,0.65,Small,59.5,0,0
Mysore Dairy LLP,Karnataka,F&B,16.76,1353652.66,2,0,0.55,Small,70.97,0,0
Udaipur Anand Pvt Ltd,Rajasthan,F&B,16.24,574784.08,2,1,0.55,Micro,72.14,0,0
HR Sharma Enterprises,Haryana,F&B,0.94,2497069.21,2,1,0.55,Small,37.87,1,0
Rohini Jain & Co,Delhi,Construction,7.71,1148602.83,2,1,0.65,Small,46.54,1,0
Ahmedabad Nair Enterprises,Gujarat,Logistics,10.08,122647516.93,2,1,0.38,Large,65.13,0,0
Nashik Mart LLP,Maharashtra,Retail,3.91,1840544.34,3,1,0.32,Small,66.9,0,1
Rohini Menon & Co,Delhi,Manufacturing,2.19,961658.7,2,1,0.48,Micro,46.88,1,0
Venkat Confectionery & Sons,Gujarat,F&B,2.43,2242555.26,2,1,0.55,Small,37.7,1,0
Mysore Manufacturing Pvt Ltd,Karnataka,Manufacturing,18.2,243743.8,4,1,0.48,Micro,84.46,0,1
Deccan Freight LLP,Karnataka,Logistics,1.36,50000.0,2,1,0.38,Micro,52.12,0,0
Anand Digital & Sons,Tamil Nadu,IT Services,10.97,473400.22,2,0,0.2,Micro,66.62,0,1
Pune Commerce LLP,Maharashtra,Retail,14.76,147427.95,2,1,0.32,Micro,68.53,0,1
Salem Developers Pvt Ltd,Tamil Nadu,Construction,1.29,894589.48,3,1,0.65,Micro,51.54,0,0
Hubli Works Pvt Ltd,Karnataka,Manufacturing,0.54,203604.7,3,1,0.48,Micro,52.96,0,0
Chennai Kumar Pvt Ltd,Tamil Nadu,Logistics,12.6,1185732.91,2,1,0.38,Small,87.32,0,1
Gowda Commerce Pvt Ltd,Maharashtra,Retail,7.25,284813.76,2,0,0.32,Micro,65.55,0,1
Gurgaon Mart & Sons,Haryana,Retail,5.85,702247.64,2,0,0.32,Micro,56.9,0,0
Kumar Projects & Sons,Gujarat,Construction,13.57,2331010.67,2,1,0.65,Small,56.03,0,0
Das Manufacturing Pvt Ltd,Uttar Pradesh,Manufacturing,5.67,1083202.65,2,0,0.48,Small,46.99,1,0
Gupta Kitchen Enterprises,Andhra Pradesh,F&B,13.92,2158638.53,2,0,0.55,Small,54.32,0,0
Capital Cargo Pvt Ltd,Delhi,Logistics,10.0,423000.56,2,1,0.38,Micro,59.29,0,0
Shah Works Enterprises,Maharashtra,Manufacturing,9.77,3272385.54,3,0,0.48,Small,73.89,0,1
Ahmedabad Pillai Pvt Ltd,Gujarat,Retail,1.22,165508.8,2,0,0.32,Micro,44.93,1,0
Ahmedabad Malhotra LLP,Gujarat,Manufacturing,0.74,439191.9,2,1,0.48,Micro,42.85,1,0
Hegde Movers & Sons,West Bengal,Logistics,6.95,7350232.75,2,0,0.38,Small,52.62,0,0
DL Hegde & Co,Delhi,Logistics,3.33,4485290.22,2,1,0.38,Small,58.75,0,0
Agarwal Forge & Sons,Maharashtra,Manufacturing,7.29,810938.25,2,1,0.48,Micro,70.92,0,1
Hubli Projects & Co,Karnataka,Construction,15.96,96554.75,2,0,0.65,Micro,54.25,0,0
Malhotra InfoServ Pvt Ltd,Tamil Nadu,IT Services,6.22,1199542.22,2,1,0.2,Small,58.61,0,0
UP Kapoor & Co,Uttar Pradesh,F&B,8.52,529322.12,2,1,0.55,Micro,65.77,0,0
Rao Commerce & Co,Gujarat,Retail,3.37,58774.4,2,1,0.32,Micro,69.59,0,1
Salem Transport & Co,Tamil Nadu,Logistics,2.54,1001858.45,2,0,0.38,Small,48.39,1,0
Shimla Rao & Co,Himachal Pradesh,IT Services,1.92,68835563.44,2,0,0.2,Medium,65.35,0,0
Surat Reddy LLP,Gujarat,Retail,0.53,1858764.44,2,1,0.32,Small,61.74,0,0
Venkat Movers & Co,Karnataka,Logistics,5.51,184479.33,3,1,0.38,Micro,54.75,0,0
Gowda Infosystems & Sons,Maharashtra,IT Services,0.69,7786603.28,3,0,0.2,Small,75.36,0,0
Konkan Shetty Pvt Ltd,Maharashtra,Logistics,5.42,149509.8,2,1,0.38,Micro,63.17,0,0
KA Shah Pvt Ltd,Karnataka,Construction,3.51,343856.33,2,1,0.65,Micro,45.08,1,0
Nashik Cybertech & Sons,Maharashtra,IT Services,1.09,7278215.61,2,1,0.2,Small,60.29,0,0
Sharma Kitchen LLP,Karnataka,F&B,3.37,80974.39,4,0,0.55,Micro,47.31,1,0
Hubli Cargo Pvt Ltd,Karnataka,Logistics,2.21,18853722.87,2,0,0.38,Medium,49.05,1,0
Mumbai Shetty Pvt Ltd,Maharashtra,Manufacturing,0.52,50000.0,2,1,0.48,Micro,46.9,1,0
Panipat Bazaar Enterprises,Haryana,Retail,0.79,1295106.19,2,0,0.32,Small,42.19,1,0
Nashik Reddy Pvt Ltd,Maharashtra,IT Services,1.6,830979.3,2,1,0.2,Micro,56.74,0,0
Ahmedabad InfoServ Pvt Ltd,Gujarat,IT Services,16.16,50000.0,2,0,0.2,Micro,68.11,0,1
Chennai Rao Pvt Ltd,Tamil Nadu,IT Services,10.52,811173.07,2,0,0.2,Micro,67.81,0,1
Mussoorie Traders & Co,Uttarakhand,Retail,4.37,117756.3,2,0,0.32,Micro,46.35,1,0
Konkan Pillai Enterprises,Maharashtra,Manufacturing,5.0,638416.87,3,0,0.48,Micro,48.06,1,0
Salem Realty LLP,Tamil Nadu,Construction,1.76,15153924.83,3,0,0.65,Medium,45.62,1,0
Patna Kitchen & Co,Bihar,F&B,16.12,284901.63,2,0,0.55,Micro,57.51,0,0
MP Works & Sons,Madhya Pradesh,Manufacturing,8.61,5715985.02,2,0,0.48,Small,59.63,0,0
Vijayawada Digital Enterprises,Andhra Pradesh,IT Services,10.68,204985.49,2,1,0.2,Micro,69.96,0,1
Venkat Emporium Pvt Ltd,Karnataka,Retail,9.37,3613710.85,7,1,0.32,Small,100.0,0,1
Jain Commerce Pvt Ltd,Maharashtra,Retail,21.75,50000.0,7,0,0.32,Micro,86.85,0,1
UP Mart & Co,Uttar Pradesh,Retail,6.26,5590251.01,3,0,0.32,Small,71.79,0,0
Malabar Supply Chain Pvt Ltd,Kerala,Logistics,3.09,3899167.28,2,0,0.38,Small,51.13,0,0
Surat Freight & Sons,Gujarat,Logistics,12.24,4172573.67,3,1,0.38,Small,88.95,0,1
Rajkot Gowda Pvt Ltd,Gujarat,Retail,5.56,255532.28,6,1,0.32,Micro,70.54,0,1
Bengaluru Retail Co Enterprises,Karnataka,Retail,1.5,108637.94,4,1,0.32,Micro,58.73,0,0
WB Kitchen Pvt Ltd,West Bengal,F&B,2.12,1831247.39,2,1,0.55,Small,54.96,0,0
Mysore Confectionery & Co,Karnataka,F&B,19.14,554352.3,2,1,0.55,Micro,70.08,0,0
Chennai Bose Pvt Ltd,Tamil Nadu,Retail,0.92,249845.68,2,1,0.32,Micro,55.03,0,0
Coimbatore Estates LLP,Tamil Nadu,Construction,3.22,50000.0,2,0,0.65,Micro,30.38,1,0
DL Venkat & Co,Delhi,Construction,6.47,2287807.87,2,0,0.65,Small,32.16,1,0
Bengaluru Mart Pvt Ltd,Karnataka,Retail,4.63,219866.39,2,1,0.32,Micro,59.46,0,0
Chopra Retail Co Enterprises,Maharashtra,Retail,3.34,133701.01,2,1,0.32,Micro,56.08,0,0
GJ Pillai & Sons,Gujarat,Logistics,18.67,2099630.06,3,1,0.38,Small,88.3,0,1
KA Developers & Co,Karnataka,Construction,3.1,188730.96,2,1,0.65,Micro,45.78,1,0
Surat Nair & Co,Gujarat,F&B,4.07,1953844.39,2,1,0.55,Small,51.89,0,0
Nashik Shetty & Sons,Maharashtra,IT Services,3.6,323913.25,2,0,0.2,Micro,64.07,0,0
Rohini Transport Enterprises,Delhi,Logistics,11.59,198665.54,2,1,0.38,Micro,67.9,0,1
Vadodara Supply Chain Pvt Ltd,Gujarat,Logistics,5.44,935814.58,3,0,0.38,Micro,56.09,0,0
Nashik Freight Enterprises,Maharashtra,Logistics,17.83,556475.82,2,1,0.38,Micro,73.46,0,1
Iyer Bazaar Pvt Ltd,Tamil Nadu,Retail,2.35,1424775.75,3,1,0.32,Small,62.78,0,0
Pune Agro LLP,Maharashtra,F&B,15.28,1209103.84,3,1,0.55,Small,81.28,0,0
Kumar Manufacturing & Co,Maharashtra,Manufacturing,8.14,353878.89,2,1,0.48,Micro,64.53,0,0
Shimla Mehta Pvt Ltd,Himachal Pradesh,F&B,10.13,50000.0,2,0,0.55,Micro,49.78,1,0
TN Confectionery Pvt Ltd,Tamil Nadu,F&B,1.51,114753.87,2,0,0.55,Micro,41.25,1,0
Gupta Agro & Sons,Andhra Pradesh,F&B,10.4,1728537.1,2,0,0.55,Small,58.57,0,0
Shetty Couriers Pvt Ltd,Karnataka,Logistics,5.1,50000.0,3,1,0.38,Micro,73.48,0,1
Bose Forge Pvt Ltd,Uttar Pradesh,Manufacturing,5.3,237221.48,2,1,0.48,Micro,53.38,0,0
Howrah Mehta Pvt Ltd,West Bengal,IT Services,8.34,126295.74,3,0,0.2,Micro,70.27,0,1
Rajkot Reddy & Sons,Gujarat,Manufacturing,5.28,9082641.67,2,0,0.48,Small,60.56,0,0
Rao Cybertech Pvt Ltd,Delhi,IT Services,16.37,190799.79,2,1,0.2,Micro,77.25,0,1
Chopra Fabricators Pvt Ltd,Tamil Nadu,Manufacturing,1.49,1955091.93,2,1,0.48,Small,49.27,1,0
Salem Retail Co Pvt Ltd,Tamil Nadu,Retail,1.52,3400370.86,7,1,0.32,Small,68.63,0,1
Kozhikode SoftTech LLP,Kerala,IT Services,3.34,30020414.31,2,0,0.2,Medium,67.32,0,0
TS Infosystems Pvt Ltd,Telangana,IT Services,1.43,1102202.63,3,0,0.2,Small,59.54,0,0
Gaya Reddy Enterprises,Bihar,IT Services,7.49,4479575.11,2,0,0.2,Small,63.14,0,0
Kumar Mfg Co Pvt Ltd,Maharashtra,Manufacturing,7.63,3136679.29,2,1,0.48,Small,60.35,0,0
Jodhpur Forge & Sons,Rajasthan,Manufacturing,0.76,50000.0,2,0,0.48,Micro,45.94,1,0
PB Reddy Pvt Ltd,Punjab,Logistics,5.96,3565076.93,2,1,0.38,Small,63.18,0,0
Bose Technologies Pvt Ltd,Karnataka,IT Services,6.19,69484.17,3,0,0.2,Micro,77.74,0,1
MH Solutions LLP,Maharashtra,IT Services,3.39,2579646.71,2,0,0.2,Small,55.77,0,0
Gupta Solutions & Co,West Bengal,IT Services,2.04,5533467.29,3,0,0.2,Small,63.3,0,0
GJ InfoServ LLP,Gujarat,IT Services,6.29,1684243.96,2,0,0.2,Small,68.22,0,1
TS Infra Enterprises,Telangana,Construction,5.29,50000.0,3,1,0.65,Micro,45.81,1,0
Konkan Menon LLP,Maharashtra,Retail,2.17,259998.22,3,1,0.32,Micro,57.01,0,0
Singh Commerce & Sons,Andhra Pradesh,Retail,5.0,24791909.87,5,0,0.32,Medium,72.87,0,0
Singh InfoServ Enterprises,Karnataka,IT Services,8.68,1572654.54,2,1,0.2,Small,73.46,0,1
Konkan Emporium Pvt Ltd,Maharashtra,Retail,0.86,2309423.81,2,1,0.32,Small,57.99,0,0
Nashik Kumar Enterprises,Maharashtra,Logistics,8.08,1689101.83,2,1,0.38,Small,58.57,0,0
Hegde Forge & Sons,Andhra Pradesh,Manufacturing,2.38,1606217.26,2,1,0.48,Small,57.02,0,0
UP Kumar & Co,Uttar Pradesh,Retail,11.48,107134.66,2,0,0.32,Micro,58.67,0,0
Capital Venkat Pvt Ltd,Delhi,IT Services,1.42,3437681.74,2,1,0.2,Small,46.84,1,0
Naidu Transport Pvt Ltd,Tamil Nadu,Logistics,0.77,238229.15,2,1,0.38,Micro,48.8,1,0
Nair Emporium Pvt Ltd,Madhya Pradesh,Retail,6.65,20254061.3,2,0,0.32,Medium,59.93,0,0
Chennai Gupta & Sons,Tamil Nadu,Retail,0.83,50000.0,2,0,0.32,Micro,45.14,1,0
AP Hegde LLP,Andhra Pradesh,Construction,1.94,699175.05,2,0,0.65,Micro,31.8,1,0
Hegde Works & Co,Delhi,Manufacturing,17.49,151680.95,2,1,0.48,Micro,73.45,0,1
Chennai Das LLP,Tamil Nadu,Logistics,10.19,3414565.91,2,1,0.38,Small,80.65,0,1
NCR Transport LLP,Delhi,Logistics,12.37,1373444.54,3,1,0.38,Small,79.77,0,1
Jain Cargo & Co,Karnataka,Logistics,7.43,157310.2,2,1,0.38,Micro,71.25,0,1
Eastern Das LLP,West Bengal,Logistics,2.77,50000.0,2,1,0.38,Micro,52.46,0,0
Sharma Works Enterprises,Delhi,Manufacturing,9.21,50000.0,2,1,0.48,Micro,46.36,1,0
Nair Engineering & Co,Karnataka,Manufacturing,14.15,10103515.96,2,1,0.48,Medium,70.72,0,0
Rohtak Shah & Co,Haryana,IT Services,3.47,381368.36,7,0,0.2,Micro,63.53,0,0
Singh Cargo & Sons,Tamil Nadu,Logistics,10.0,145730.16,3,0,0.38,Micro,72.25,0,1
Rajkot Shetty Pvt Ltd,Gujarat,Logistics,8.1,559943.58,2,1,0.38,Micro,69.68,0,1
Rohtak Nair & Co,Haryana,F&B,10.8,3055581.2,2,0,0.55,Small,59.46,0,0
Chopra Manufacturing & Co,Uttar Pradesh,Manufacturing,9.32,2250468.2,3,0,0.48,Small,66.92,0,1
Pune Chopra Pvt Ltd,Maharashtra,Logistics,1.89,551064.39,2,1,0.38,Micro,48.41,1,0
Ludhiana Malhotra & Co,Punjab,IT Services,7.78,1218154.24,2,1,0.2,Small,75.54,0,1
Kanpur Verma Pvt Ltd,Uttar Pradesh,Manufacturing,2.47,6579426.4,2,0,0.48,Small,42.42,1,0
Salem SoftTech Pvt Ltd,Tamil Nadu,IT Services,2.61,98074.06,2,0,0.2,Micro,55.06,0,0
Sharma Mart & Co,Maharashtra,Retail,10.0,399798.85,3,1,0.32,Micro,71.87,0,1
Godavari Kumar & Sons,Andhra Pradesh,IT Services,10.05,1755532.32,6,0,0.2,Small,78.62,0,1
Lucknow Fabricators & Sons,Uttar Pradesh,Manufacturing,1.83,50000.0,2,1,0.48,Micro,44.94,1,0
GJ Emporium Pvt Ltd,Gujarat,Retail,5.07,1173050.44,3,1,0.32,Small,67.45,0,1
HR Malhotra & Sons,Haryana,Logistics,13.42,11100015.09,3,1,0.38,Medium,81.26,0,0
AP Builders & Co,Andhra Pradesh,Construction,12.79,203758.87,2,0,0.65,Micro,56.94,0,0
MH Stores & Co,Maharashtra,Retail,5.58,278528.04,2,0,0.32,Micro,51.54,0,0
Madurai Patel Enterprises,Tamil Nadu,Logistics,5.0,298306.62,2,0,0.38,Micro,46.96,1,0
Kumar Transport & Sons,Karnataka,Logistics,3.12,564672.85,2,1,0.38,Micro,56.62,0,0
Howrah InfoServ & Sons,West Bengal,IT Services,0.71,345035.43,3,1,0.2,Micro,58.79,0,0
Pune Beverages Pvt Ltd,Maharashtra,F&B,2.68,289930.23,2,1,0.55,Micro,40.8,1,0
Vadodara Solutions Pvt Ltd,Gujarat,IT Services,2.49,1832236.28,2,1,0.2,Small,56.23,0,0
Bose Freight & Sons,West Bengal,Logistics,2.44,4538408.32,3,1,0.38,Small,58.01,0,0
Bhopal Gupta Pvt Ltd,Madhya Pradesh,Manufacturing,1.92,7547554.78,2,0,0.48,Small,42.07,1,0
Madurai Rao Pvt Ltd,Tamil Nadu,Manufacturing,0.69,251632.82,2,0,0.48,Micro,45.87,1,0
Vijayawada Mehta & Co,Andhra Pradesh,Manufacturing,0.55,796647.44,2,1,0.48,Micro,48.31,1,0
Konkan Emporium Pvt Ltd,Maharashtra,Retail,17.77,271849.29,2,0,0.32,Micro,61.7,0,0
TS Infosystems & Co,Telangana,IT Services,9.93,207115.76,3,1,0.2,Micro,87.06,0,1
Sharma Mfg Co & Co,Maharashtra,Manufacturing,7.37,730606.5,2,0,0.48,Micro,62.08,0,0
Chennai Logistics Pvt Ltd,Tamil Nadu,Logistics,3.07,33313741.12,3,1,0.38,Medium,76.02,0,0
Godavari Confectionery LLP,Andhra Pradesh,F&B,14.43,187484.59,2,0,0.55,Micro,66.03,0,0
Patel Dairy & Sons,Maharashtra,F&B,9.65,166447.12,2,1,0.55,Micro,58.72,0,0
KA Verma Pvt Ltd,Karnataka,F&B,4.45,1991888.15,2,1,0.55,Small,55.25,0,0
Udaipur Couriers & Co,Rajasthan,Logistics,11.4,1032111.65,2,0,0.38,Small,60.68,0,0
Jodhpur Das Pvt Ltd,Rajasthan,Retail,8.46,252719.17,2,0,0.32,Micro,69.99,0,1
Lucknow Jain Pvt Ltd,Uttar Pradesh,F&B,7.88,69660.27,2,1,0.55,Micro,59.6,0,0
Reddy Logistics Pvt Ltd,Rajasthan,Logistics,10.0,2015688.57,2,0,0.38,Small,56.29,0,0
Surat Commerce Pvt Ltd,Gujarat,Retail,9.12,275206.92,2,1,0.32,Micro,76.18,0,1
KA Shetty & Co,Karnataka,F&B,6.8,33814492.14,2,0,0.55,Medium,51.53,0,0
Kumar Projects Pvt Ltd,Tamil Nadu,Construction,0.76,116210.14,2,0,0.65,Micro,26.85,1,0
Hubli Shetty & Sons,Karnataka,Logistics,1.4,7841930.71,2,1,0.38,Small,51.54,0,0
Faridabad Solutions & Sons,Haryana,IT Services,6.09,1286395.19,2,0,0.2,Small,58.59,0,0
Ahmedabad Kumar Enterprises,Gujarat,Logistics,4.02,611662.11,2,0,0.38,Micro,54.14,0,0
Shetty Dairy & Co,Tamil Nadu,F&B,0.76,608221.09,3,1,0.55,Micro,43.83,1,0
Delhi Iyer Pvt Ltd,Delhi,Construction,8.75,192971.18,6,1,0.65,Micro,54.31,0,0
Ludhiana Stores LLP,Punjab,Retail,5.7,965665.07,2,1,0.32,Micro,54.98,0,0
Sharma Technologies Pvt Ltd,Maharashtra,IT Services,10.0,50000.0,6,1,0.2,Micro,87.5,0,1
Rajkot Agarwal Pvt Ltd,Gujarat,F&B,8.59,546844.08,2,1,0.55,Micro,58.65,0,0
Rohini Cargo & Sons,Delhi,Logistics,3.89,5535783.02,2,1,0.38,Small,68.16,0,0
Ahmedabad Freight LLP,Gujarat,Logistics,2.5,453547.0,2,1,0.38,Micro,49.03,1,0
Venkat Constructions LLP,Maharashtra,Construction,1.25,3002377.46,2,1,0.65,Small,42.34,1,0
Bose Cybertech & Co,Madhya Pradesh,IT Services,9.3,2866340.22,2,1,0.2,Small,73.04,0,1
PB Engineering & Co,Punjab,Manufacturing,8.92,295077.98,3,0,0.48,Micro,63.41,0,0
Rajkot SoftTech Enterprises,Gujarat,IT Services,7.82,1980872.81,3,0,0.2,Small,79.58,0,1
Verma Emporium Pvt Ltd,Rajasthan,Retail,9.9,488375.14,2,0,0.32,Micro,64.62,0,0
KL Chopra LLP,Kerala,F&B,9.72,57508.87,2,0,0.55,Micro,51.8,0,0
Reddy Transport LLP,Rajasthan,Logistics,1.07,50000.0,3,0,0.38,Micro,45.98,1,0
Nashik Projects Pvt Ltd,Maharashtra,Construction,15.11,711820.74,2,1,0.65,Micro,50.43,0,0
